2025/08/15 08:19:46.757, 44.56
2025/08/15 08:19:46.858, 85.8
2025/08/15 08:19:46.958, 357.66
2025/08/15 08:19:47.059, 243.21
2025/08/15 08:19:47.160, 242.72
2025/08/15 08:19:47.261, 310.01
2025/08/15 08:19:47.362, 150.58
2025/08/15 08:19:47.463, 24.65
2025/08/15 08:19:47.564, 318.33
2025/08/15 08:19:47.665, 154.33
2025/08/15 08:19:47.765, 267.04
2025/08/15 08:19:47.866, 129.09
2025/08/15 08:19:47.967, 133.87
2025/08/15 08:19:48.068, 154.24
2025/08/15 08:19:48.169, 195.29
2025/08/15 08:19:48.270, 61.54
2025/08/15 08:19:48.370, 310.32
2025/08/15 08:19:48.472, 286.16
2025/08/15 08:19:48.573, 17.78
2025/08/15 08:19:48.675, 226.99
2025/08/15 08:19:48.776, 183.4
2025/08/15 08:19:48.877, 43.53
2025/08/15 08:19:48.979, 77.78
2025/08/15 08:19:49.080, 329.89
2025/08/15 08:19:49.182, 304.88
2025/08/15 08:19:49.283, 213.1
2025/08/15 08:19:49.385, 178.48
2025/08/15 08:19:49.486, 13.52
2025/08/15 08:19:49.588, 231.03
2025/08/15 08:19:49.689, 239.47
2025/08/15 08:19:49.791, 226.08
2025/08/15 08:19:49.892, 199.68
2025/08/15 08:19:49.993, 27.82
2025/08/15 08:19:50.095, 78.34
2025/08/15 08:19:50.196, 64.69
2025/08/15 08:19:50.297, 168.49
2025/08/15 08:19:50.399, 119.98
2025/08/15 08:19:50.500, 262.42
2025/08/15 08:19:50.601, 178.91
2025/08/15 08:19:50.703, 168.77
2025/08/15 08:19:50.804, 266.99
2025/08/15 08:19:50.905, 83.12
2025/08/15 08:19:51.007, 196.79
2025/08/15 08:19:51.108, 134.49
2025/08/15 08:19:51.209, 151.3
2025/08/15 08:19:51.310, 97.72
2025/08/15 08:19:51.416, 262.21
2025/08/15 08:19:51.517, 341.67
2025/08/15 08:19:51.618, 61.77
2025/08/15 08:19:51.719, 144.76
2025/08/15 08:19:51.821, 16.84
2025/08/15 08:19:51.922, 104.33
2025/08/15 08:19:52.023, 132.53
2025/08/15 08:19:52.124, 326.67
2025/08/15 08:19:52.225, 225.47
2025/08/15 08:19:52.327, 226.6
2025/08/15 08:19:52.428, 228.42
2025/08/15 08:19:52.529, 296.98
2025/08/15 08:19:52.631, 12.15
2025/08/15 08:19:52.732, 72.16
2025/08/15 08:19:52.833, 32.02
2025/08/15 08:19:52.934, 9.15
2025/08/15 08:19:53.035, 190.85
2025/08/15 08:19:53.136, 79.46
2025/08/15 08:19:53.237, 10.36
2025/08/15 08:19:53.338, 250.93
2025/08/15 08:19:53.439, 294.15
2025/08/15 08:19:53.541, 136.09
2025/08/15 08:19:53.642, 89.47
2025/08/15 08:19:53.743, 104.26
2025/08/15 08:19:53.844, 167.21
2025/08/15 08:19:53.945, 273.81
2025/08/15 08:19:54.046, 15.72
2025/08/15 08:19:54.147, 219.96
2025/08/15 08:19:54.248, 319.95
2025/08/15 08:19:54.349, 167.34
2025/08/15 08:19:54.451, 320.08
2025/08/15 08:19:54.552, 102.32
2025/08/15 08:19:54.653, 159.84
2025/08/15 08:19:54.754, 86.7
2025/08/15 08:19:54.855, 151.92
2025/08/15 08:19:54.956, 82.42
2025/08/15 08:19:55.057, 7.22
2025/08/15 08:19:55.158, 129.7
2025/08/15 08:19:55.259, 299.73
2025/08/15 08:19:55.360, 269.53
2025/08/15 08:19:55.462, 9.07
2025/08/15 08:19:55.563, 235.36
2025/08/15 08:19:55.664, 172.25
2025/08/15 08:19:55.765, 82.97
2025/08/15 08:19:55.866, 6.03
2025/08/15 08:19:55.967, 5.11
2025/08/15 08:19:56.068, 210.33
2025/08/15 08:19:56.169, 55.44
2025/08/15 08:19:56.270, 158.44
2025/08/15 08:19:56.371, 132.8
2025/08/15 08:19:56.473, 285.64
2025/08/15 08:19:56.574, 255.89
2025/08/15 08:19:56.675, 7.35
2025/08/15 08:19:56.777, 73.65
2025/08/15 08:19:56.878, 223.48
2025/08/15 08:19:56.979, 117.12
2025/08/15 08:19:57.080, 32.49
2025/08/15 08:19:57.182, 238.47
2025/08/15 08:19:57.283, 23.57
2025/08/15 08:19:57.384, 148.66
2025/08/15 08:19:57.485, 19.12
2025/08/15 08:19:57.587, 129.05
2025/08/15 08:19:57.688, 269.58
2025/08/15 08:19:57.789, 73.43
2025/08/15 08:19:57.890, 319.58
2025/08/15 08:19:57.991, 349.83
2025/08/15 08:19:58.093, 116.21
2025/08/15 08:19:58.194, 34.15
2025/08/15 08:19:58.295, 95.27
2025/08/15 08:19:58.396, 145.53
2025/08/15 08:19:58.498, 252.27
2025/08/15 08:19:58.599, 193.09
2025/08/15 08:19:58.700, 129.47
2025/08/15 08:19:58.801, 359.23
2025/08/15 08:19:58.902, 267.29
2025/08/15 08:19:59.004, 2.6
2025/08/15 08:19:59.105, 97.78
2025/08/15 08:19:59.206, 8.0
2025/08/15 08:19:59.307, 318.52
2025/08/15 08:19:59.408, 167.6
2025/08/15 08:19:59.509, 237.24
2025/08/15 08:19:59.610, 119.8
2025/08/15 08:19:59.711, 231.2
2025/08/15 08:19:59.812, 212.41
2025/08/15 08:19:59.913, 117.6
2025/08/15 08:20:00.014, 100.68
2025/08/15 08:20:00.116, 20.69
2025/08/15 08:20:00.217, 183.17
2025/08/15 08:20:00.318, 77.48
2025/08/15 08:20:00.420, 118.88
2025/08/15 08:20:00.521, 275.59
2025/08/15 08:20:00.623, 183.14
2025/08/15 08:20:00.724, 198.98
2025/08/15 08:20:00.825, 3.29
2025/08/15 08:20:00.927, 203.6
2025/08/15 08:20:01.029, 78.23
2025/08/15 08:20:01.131, 180.0
2025/08/15 08:20:01.233, 254.23
2025/08/15 08:20:01.334, 70.25
2025/08/15 08:20:01.435, 30.94
2025/08/15 08:20:01.536, 121.84
2025/08/15 08:20:01.637, 324.71
2025/08/15 08:20:01.739, 210.56
2025/08/15 08:20:01.840, 166.29
2025/08/15 08:20:01.941, 277.86
2025/08/15 08:20:02.042, 144.02
2025/08/15 08:20:02.143, 181.65
2025/08/15 08:20:02.245, 238.74
2025/08/15 08:20:02.346, 0.91
2025/08/15 08:20:02.447, 312.23
2025/08/15 08:20:02.548, 324.24
2025/08/15 08:20:02.650, 42.05
2025/08/15 08:20:02.751, 54.91
2025/08/15 08:20:02.852, 139.28
2025/08/15 08:20:02.953, 67.33
2025/08/15 08:20:03.054, 177.94
2025/08/15 08:20:03.155, 335.53
2025/08/15 08:20:03.256, 102.59
2025/08/15 08:20:03.357, 0.45
2025/08/15 08:20:03.458, 87.9
2025/08/15 08:20:03.559, 176.83
2025/08/15 08:20:03.661, 153.27
2025/08/15 08:20:03.762, 136.52
2025/08/15 08:20:03.863, 63.94
2025/08/15 08:20:03.964, 140.69
2025/08/15 08:20:04.065, 249.0
2025/08/15 08:20:04.166, 316.86
2025/08/15 08:20:04.267, 39.7
