2025/08/15 07:45:27.778, 161.48
2025/08/15 07:45:27.879, 26.78
2025/08/15 07:45:27.980, 222.86
2025/08/15 07:45:28.081, 17.08
2025/08/15 07:45:28.182, 350.62
2025/08/15 07:45:28.283, 124.9
2025/08/15 07:45:28.384, 62.98
2025/08/15 07:45:28.485, 327.03
2025/08/15 07:45:28.586, 2.14
2025/08/15 07:45:28.687, 6.21
2025/08/15 07:45:28.787, 222.09
2025/08/15 07:45:28.888, 184.51
2025/08/15 07:45:28.989, 327.85
2025/08/15 07:45:29.090, 303.66
2025/08/15 07:45:29.190, 61.41
2025/08/15 07:45:29.291, 293.25
2025/08/15 07:45:29.392, 251.11
2025/08/15 07:45:29.492, 317.31
2025/08/15 07:45:29.593, 326.34
2025/08/15 07:45:29.694, 19.76
2025/08/15 07:45:29.794, 267.48
